id_bien;voie;fk_commune;surface_carrez;type_local;nombre_pieces;numero_lot
16776;4 RUE DES CAMPOUAIS;2280;39.71;Appartement;2;52
16777;26 AV DE ROSSO;2285;82.86;Appartement;4;20
16778;78 RUE ARISTIDE BRIAND;2289;33.07;Appartement;2;4
16779;3 RUE ALBERT CAMUS;2261;49.13;Appartement;2;157
16780;5 RUE COUVERTE;2286;56.74;Appartement;3;4
16781;41 RUE DU PDT DESPATYS;2257;42.02;Appartement;2;33
16782;6 RUE DES FOSSES;2257;46.72;Appartement;2;1
16783;16 RUE DE CORBEIL;2294;20.98;Appartement;2;63
16784;66 RUE SOMMEVILLE;2263;63.54;Appartement;3;58
16785;6 RUE DU SERGENT PERRIER;2289;28.05;Appartement;1;2
16786;7 RUE DE LA CROIX NEUVE;2295;96.57;Appartement;4;12
16787;38 RUE FRANCOIS VILLON;2270;41;Appartement;2;29
16788;451 AV PIERRE MENDES FRANCE;2270;48.04;Appartement;2;20
16789;49 AV DE LA REPUBLIQUE;2263;49.4;Appartement;2;524
16790;2 BD ISAAC PEREIRE;2258;20.54;Appartement;1;72
16791;5 RUE DE L ORME BRISE;2283;93.36;Appartement;5;18
16792;18 RUE DU PETIT VAUGIRARD;2286;98.45;Appartement;4;5
16793;44 RUE LAGORSSE;2289;28.61;Appartement;1;20
16794;342 AV DE LA LIBERATION;2260;40.41;Appartement;2;6
16795;12 RUE DES SAPINS;2291;60.56;Appartement;3;260
16796;6 SQ DE  NOISEMENT;2277;102.64;Maison;6;10107
16797;3 AV DES MARRONNIERS;2291;71.8;Appartement;4;261
16798;1 COUR CARMEN AMAYA;2270;69.19;Appartement;3;36
16799;177 RUE JEAN GOUJON;2260;77.96;Appartement;4;26
16800;8 RUE PALAISOT;2256;54.73;Appartement;2;105
16801;571 AV JEAN JAURES;2276;43.77;Appartement;2;5
16802;1 RUE DE LA FERRONNERIE;2262;33.7;Appartement;3;11
16803;12 RUE EUGENE DORLET;2296;23.88;Appartement;1;1
16804;1 RUE LUCE DE LANCIVAL;2273;99.74;Maison;4;656
16805;44 RUE LAGORSSE;2289;28.38;Appartement;1;21
16806;4 RUE DES GRISARDES;2287;102.83;Maison;5;42
16807;15 ALL AGNES SOREL;2279;133.8;Maison;5;15
16808;138 RUE GRANDE;2289;136.22;Maison;5;20
16809;12 SQ SUZANNE VALADON;2282;91.49;Maison;5;129
16810;1 RUE LAZARE CARNOT;2273;61.11;Appartement;3;32
16811;2 RUE DE MONTIGNY;2266;131.9;Maison;6;18
16812;6 RUE DE PONTAULT;2256;35;Appartement;3;3
16813;9 RUE DES JARSINES;2297;51.94;Appartement;2;12
16814;30 RUE DES CHESNOIS;2286;73.9;Appartement;3;21
16815;24 BD ROMAIN ROLLAND;2268;112.72;Maison;3;71
16816;140 AV CHARLES ROUXEL;2273;20.64;Appartement;1;235
16817;1 RUE LA PEROUSE;2282;70.68;Appartement;3;229
16818;82 PROM DU BOIS;2271;77.27;Appartement;4;8
16819;16 PL DU CADRAN SOLAIRE;2264;54.37;Appartement;2;78
16820;31 AV DU GENERAL DE GAULLE;2256;30.4;Appartement;1;3
16821;84 ALL DU SEQUOIA;2276;34.91;Appartement;2;850
16822;37 QUAI FRANKLIN ROOSEVELT;2298;32.13;Appartement;2;232
16823;158 RUE DU GENERAL LECLERC;2261;41.17;Appartement;2;6
16824;61 RUE DE LA GRANDE HAIE;2273;41.17;Appartement;2;203
16825;661 RES DE LA BRETAGNE;2276;73.93;Appartement;4;14
16826;3 RUE MIGER;2293;31.63;Appartement;2;20
16827;13 RUE ALPHONSE ALLAIS;2256;109.23;Maison;6;35
16828;3 RUE GEORGES BOUCREUX;2278;70.94;Appartement;3;17
16829;14 BD GENERAL LECLERC;2289;82.29;Appartement;4;38
16830;32 RUE NICOLAS TAPPEREAU;2257;40.07;Appartement;2;3
16831;25 RUE DE FRANCE;2289;97.69;Appartement;4;4
16832;21 RUE DU PONT DE L ARCADE;2299;146;Appartement;4;2
16833;7 RUE PASTEUR;2261;102.13;Maison;5;2
16834;27 AV ISAAC PEREIRE;2268;30.15;Appartement;1;37
16835;3 RUE DU FOUR;2261;33.46;Appartement;2;10
16836;132 RUE DU CLOS BERNARD;2265;104.34;Maison;5;4
16837;37 SQ EDOUARD MANET;2282;120.68;Maison;5;99
16838;19 RUE CAMILLE FLAMMARION;2257;75.74;Maison;4;4
16839;151 RUE DE SEVILLE;2285;47.22;Appartement;2;6
16840;84 RUE HONORE DAUMIER;2280;53.05;Appartement;3;711
16841;9001  AVE DE GAULLE 27 FOUGERES;2291;56.39;Appartement;3;775
16842;112 RUE DU GENERAL DE GAULLE;2257;48.17;Appartement;2;71
16843;7 RUE DE LA REPUBLIQUE;2258;62.15;Appartement;2;2
16844;12 CHE DU BAS DE TROIS MOULINS;2257;101.85;Maison;4;2
16845;11 RUE DELAUNOY;2257;22.2;Appartement;1;78
16846;2 RUE MADAME HEGOT;2278;65.52;Appartement;2;3
16847;114 RUE LIEUTENANT MOISANT;2276;32.45;Appartement;1;115
16848;25 RUE DE LA FONTAINE;2268;60.95;Maison;3;1
16849;36 RUE JACQUES MADELIN;2265;38.07;Appartement;1;29
16850;1 RUE CHARLES PATHE;2300;87.31;Appartement;4;1
16851;19 AV DE ROSSO;2285;75.51;Appartement;4;14
16852;3 BD VICTOR HUGO;2268;52.02;Appartement;2;5
16853;24 RUE DES PERRIERS;2301;84.09;Maison;4;1
16854;98 RUE CHARLES PATHE;2300;66.27;Appartement;3;149
16855;3 RUE BONTEMPS;2257;19.57;Appartement;1;13
16856;28 BD GAMBETTA;2257;21.59;Appartement;1;32
16857;20 RUE DU CORDELIER;2273;84.94;Maison;3;29
16858;97 AV LUCIEN BRUNET;2273;48.34;Appartement;2;52
16859;128 AV CHARLES ROUXEL;2273;30.74;Appartement;1;73
16860;29 AV CHARLES ROUXEL;2273;82.11;Appartement;4;2
16861;32 RUE LAGORSSE;2289;93.44;Appartement;5;3
16862;36 ALL PAUL VERLAINE;2273;60.41;Appartement;3;141
16863;3 RUE DU MARCHE;2302;61.89;Appartement;3;4
16864;20 RUE PETIT DE BEAUVERGER;2261;39.23;Appartement;2;2
16865;5 AV PIERRE ET MARIE CURIE;2270;45.12;Appartement;2;20
16866;7 SQ JEAN BAPTISTE GREUZE;2282;91.2;Maison;5;10
16867;2 RUE EMILE LECLERC;2257;73.77;Appartement;5;112
16868;304 AV JEAN JAURES;2276;81.06;Appartement;3;16
16869;8 RUE PASTEUR;2303;75.12;Maison;4;5
16870;31 RTE DE LA BONNE DAME;2289;90.7;Appartement;3;13
16871;6 RUE PAUL GAUGUIN;2265;30.45;Appartement;1;120
16872;11 RUE DU LOING;2263;77.73;Maison;5;6
16873;50 RUE DE LA FERME;2273;115.99;Maison;6;130
16874;18 RUE DU CHATEAU D EAU;2274;80.02;Maison;4;46
16875;54 AV DE LA FORET;2291;63.72;Appartement;3;217
16876;7 AV GALLIENI;2257;39.62;Appartement;3;5
16877;17 RUE DE MELUN;2304;52.53;Maison;2;3
16878;115 AV DU PAVILLON BOURET;2271;91;Maison;3;20
16879;91 RUE DU GENERAL LECLERC;2261;25.7;Appartement;2;3
16880;75 SQ RONSARD;2260;68.77;Appartement;3;24
16881;23 RUE SAINT LIESNE;2257;36.2;Appartement;2;36
16882;2 SQ DES ERABLES;2259;91.49;Maison;4;19
16883;145 AV DU MONTAVIOT;2287;106.92;Maison;5;89
16884;4 RUE HENRI DUNANT;2259;84.65;Appartement;4;327
16885;2 AV FRANKLIN ROOSEVELT;2291;16.99;Appartement;1;26
16886;10 RUE VICTOR HUGO;2286;41.01;Appartement;2;14
16887;19 RUE GEORGES CLEMENCEAU;2303;75.6;Maison;4;4
16888;11 RUE DU MAL BRUNE;2273;93.66;Appartement;4;10
16889;113 RUE BOILEAU;2270;90.83;Appartement;4;5
16890;5 RUE DU VIEUX MOULIN;2265;65.03;Appartement;3;35
16891;25 BD OLYMPE DE GOUGES;2264;51.77;Appartement;3;183
16892;20 RUE DES FABRIQUES;2257;69.96;Appartement;3;18
16893;9 VC RESIDENCE LES TILLEULS;2271;115.79;Maison;6;9
16894;15 RUE DES POTIERS;2257;17.1;Appartement;1;1
16895;25 RUE SAINT LIESNE;2257;50.2;Appartement;2;57
16896;12 ALL DES GLYCINES;2277;69.43;Maison;4;10730
16897;4  RES LA FONTAINE SAINT MARC;2259;67.8;Appartement;3;203
16898;28 RUE D ERCEVILLE;2293;70.48;Appartement;3;46
16899;7 AV JACQUES HEUCLIN;2273;30.49;Appartement;2;210
16900;59 RUE DU MARRONNIER;2305;41.59;Appartement;1;102
16901;98 RUE DES ERABLES;2285;81.07;Maison;4;19
16902;26 AV RENE CASSIN;2264;69.86;Appartement;3;134
16903;17 PL DE LA REPUBLIQUE;2289;61.58;Appartement;2;23
16904;65 RUE DU PRIEURE SAINT SAUVEUR;2257;100.2;Maison;4;541
16905;3 RUE CLAUDE DEBUSSY;2257;71.8;Maison;3;14
16906;5 BD DE LA REPUBLIQUE;2286;24.54;Appartement;2;21
16907;101 AV DU GENERAL DE GAULLE;2256;57.48;Appartement;3;24
16908;9 RUE DE PARIS;2264;30.29;Appartement;2;4
16909;81 RUE SAINT MERRY;2289;35.91;Appartement;3;10
16910;35 RUE DE LA MADELEINE;2258;55.63;Appartement;4;2
16911;24 AV DU CLOS VIMONT;2266;166.68;Maison;5;116
16912;14 AV DES ERABLES;2268;245;Maison;6;1
16913;9001  AVE DE GAULLE 27 FOUGERES;2291;67.76;Appartement;4;1183
16914;9001  RES TOURNAN ORIGNY;2258;56.57;Appartement;3;161
16915;38 RUE CHARLES DE GAULLE;2306;33.08;Appartement;1;1
16916;736 AV DE L'EUROPE;2285;74.84;Appartement;4;115
16917;6 AV DE FONTAINEBLEAU;2283;62.34;Appartement;2;12
16918;2 ALL FREDEGONDE;2297;50.52;Appartement;2;23
16919;2 RUE DE L ANCIEN COLLEGE;2270;58.47;Appartement;3;63
16920;6 RUE DE LA VERRERIE;2256;47.8;Appartement;2;155
16921;36 AV DU GENERAL DE GAULLE;2256;40.18;Appartement;1;8
16922;4 RUE ALEX;2273;124.98;Maison;7;622
16923;1 AV DU PARC;2261;73.87;Appartement;5;3
16924;10 RUE ALFRED DE MUSSET;2270;73.03;Maison;5;60
16925;8 RUE BARTHEL;2257;27.47;Appartement;2;33
16926;46 BD DE L ALMONT;2257;70.44;Appartement;3;31
16927;6 RUE DU PDT DESPATYS;2257;74.36;Appartement;5;15
16928;10 RUE CHANTEPIE;2261;75.49;Maison;4;1
16929;7 SQ DE LA TOURMALINE;2277;99.1;Maison;5;222
16930;84 CHE DE L'EPINETTE;2271;83.78;Maison;4;1
16931;9 SQ FRANCOIS BOUCHER;2282;77.87;Maison;4;125
16932;3 RUE DE LA FILEUSE;2265;36.55;Appartement;2;72
16933;17 GR GRANDE RUE;2307;28.97;Appartement;1;6
16934;3 BD JEAN JAURES;2261;95.7;Appartement;3;45
16935;2 RUE CLAIRBELLE;2296;31.15;Appartement;1;10
16936;17 RUE GUY BAUDOIN;2257;34.4;Appartement;3;22
16937;5 AV DU GENERAL DE GAULLE;2256;47.7;Appartement;2;54
16938;84 ALL DU SEQUOIA;2276;34.58;Appartement;1;853
16939;1 AV IQBAL MASIH;2264;46.74;Appartement;2;4
16940;4 RUE PAUL GAUGUIN;2265;59.6;Appartement;3;142
16941;13 RUE DU CHATEAU;2257;85.89;Appartement;3;27
16942;84 RUE HONORE DAUMIER;2280;50.58;Appartement;3;712
16943;9002 IMP NITTY;2293;35.63;Maison;2;7
16944;16 RUE DU MISTRAL;2277;119.11;Maison;6;19
16945;3 RUE DE LA FILEUSE;2265;36.25;Appartement;2;17
16946;29 RUE DES BUTTES VENEUX;2297;103.77;Maison;5;17
16947;16 RUE DU MARCHE;2261;41.65;Appartement;2;5
16948;14 PL DU CADRAN SOLAIRE;2264;40.71;Appartement;1;68
16949;8 RUE HENRI MATISSE;2263;105.2;Maison;6;12
16950;20 ALL DE LA FRAMBOISIERE;2263;60.07;Appartement;3;110
16951;1 AV DU PARC;2261;63.06;Appartement;4;10
16952;2 RUE MARCELIN BERTHELOT;2270;74.67;Appartement;4;23
16953;6 ALL PAUL ELUARD;2273;105.04;Maison;5;39
16954;15 RUE PETIT DE BEAUVERGER;2261;37.5;Appartement;2;27
16955;100 RUE DU GENERAL DE GAULLE;2257;76.06;Appartement;3;1
16956;2 PL LA MARLIERE;2282;72.66;Appartement;3;65
16957;24 RUE DU GENERAL DE GAULLE;2257;37.34;Appartement;3;17
16958;34 AV FRANKLIN ROOSEVELT;2291;117.5;Appartement;5;102
16959;319 RUE DE LONDRES;2285;57.4;Appartement;2;64
16960;352 AV DU COLONEL FABIEN;2276;24.08;Appartement;1;37
16961;593 RUE DU BAS MOULIN;2276;35.75;Appartement;1;270
16962;41 BD MAGENTA;2289;44.93;Appartement;1;8
16963;16 BD CHAMBLAIN;2257;16.14;Appartement;1;147
16964;114 RUE LIEUTENANT MOISANT;2276;27.12;Appartement;1;102
16965;571 AV JEAN JAURES;2276;44.65;Appartement;2;12
16966;735 RUE MARC CHAGALL;2276;89.54;Maison;5;707
16967;4 AV DU GENERAL DE GAULLE;2256;66.71;Appartement;2;24
16968;19 RUE DE LA ROCHETTE;2257;40.58;Appartement;2;52
16969;120 ALL DE PLEIN CIEL;2260;78.35;Appartement;4;4061
16970;6 RUE COUPERIN;2302;41.8;Appartement;1;104
16971;68 RUE BERNARD PALISSY;2291;62.03;Appartement;3;14
16972;7 ALL NICOLAS FOUQUET;2263;65.1;Appartement;3;123
16973;6 IMP JEAN FRANCOIS MILLET;2264;82.72;Appartement;4;115
16974;18 SQ DES SAULES;2277;90;Maison;4;1401
16975;5 SQ DES SAULES;2277;74.66;Maison;4;1414
16976;26 AV DE FONTAINEBLEAU;2265;49.51;Appartement;2;10019
16977;40 DOM DU BOIS DE LA GARENNE;2308;135;Maison;7;40
16978;35 AV GEORGES POMPIDOU;2257;76.4;Appartement;4;5
16979;17 RUE GRANDE;2309;82.28;Appartement;3;4
16980;2 ALL DE LA CROIX DES CHAMPS;2270;113.26;Appartement;5;41
16981;39 RUE DE BERCHERES;2273;98.94;Maison;4;3
16982;11 ALL DU PETIT CHENE;2263;78.49;Maison;4;11
16983;99 AV DU GENERAL DE GAULLE;2256;73.51;Appartement;3;105
16984;23 AV EDOUARD GOURDON;2256;21.11;Appartement;1;11
16985;62 RUE DU MONT BLANC;2270;105.65;Maison;6;140
16986;2 RUE DE PARIS;2293;23.08;Appartement;2;2
16987;17 AV CHARLES ROUXEL;2273;75.55;Appartement;4;3
16988;72 BD DE L ALMONT;2257;92.26;Appartement;4;47
16989;2 PL DES BERGERIES;2261;33.31;Appartement;1;10
16990;2 ALL DU PARC MENCHY;2263;89;Appartement;4;23
16991;17 BD CHAMBLAIN;2257;47.26;Appartement;2;25
16992;9 RUE DANIELLE CASANOVA;2263;89.5;Appartement;4;12
16993;1 RUE DE LA LOGE AUX BERGERS;2279;48.4;Appartement;2;7
16994;21 RUE DU 26 AOUT 1944;2279;28.61;Appartement;3;10
16995;52 BD DE L ALMONT;2257;67.78;Appartement;3;101
16996;1 RUE JACQUES CARTIER;2266;42.99;Appartement;2;205
16997;33 AV CHARLES BALEZEAUX;2273;66.1;Appartement;3;347
16998;46 RUE DE LA CLOCHE;2289;66.63;Appartement;4;121
16999;12 AV CARNOT;2293;15.1;Appartement;1;113
17000;2 AV DU GENERAL DE GAULLE;2256;72.85;Appartement;3;83
17001;17 PARC DU PLESSIS PICARD;2269;65.57;Maison;3;17
17002;26 RUE DE LA PAROISSE;2289;40.27;Appartement;2;23
17003;96 RUE DE LA FORET DE JOUY;2266;98.96;Maison;5;118
17004;18 AV DE MULHOUSE;2282;100.36;Maison;4;5
17005;39 RUE DU BOIS NOTRE DAME;2266;93.46;Maison;5;68
17006;82 IMP DES TILLEULS;2273;102.55;Maison;4;82
17007;8 IMP DES TILLEULS;2273;90.87;Maison;4;8
17008;2 RUE BOISSONNADE;2273;157;Maison;6;7
17009;49 AV JOSEPH BODIN BOISMORTIER;2282;46.88;Appartement;2;22
17010;6 AV DES MARRONNIERS;2291;48;Appartement;2;301
17011;55 RUE DU GENERAL LECLERC;2261;25.2;Appartement;1;2
17012;40 RUE DE TROYES;2274;53.69;Appartement;3;2
17013;84 ALL DU SEQUOIA;2276;58.52;Appartement;3;854
17014;35 RUE ALFRED DE VIGNY;2270;106.95;Maison;6;5
17015;3 RUE SAINT ASPAIS;2257;87.8;Appartement;4;5
17016;43 AV DU CLOCHER;2270;76.62;Appartement;3;14
17017;135 PARC DU PLESSIS PICARD;2269;63.55;Maison;5;135
17018;7 AV PIERRE ET MARIE CURIE;2270;45.2;Appartement;2;2
17019;1 AV DU PARC;2261;74.36;Appartement;5;22
17020;12 RUE NEUVE;2286;38.08;Appartement;1;6
17021;100 RUE DU LYS;2266;82.34;Maison;4;56
17022;11 ALL NICOLAS FOUQUET;2263;61.92;Appartement;3;284
17023;5 ALL DES PEUPLIERS;2263;42.9;Appartement;2;60
17024;4 RUE MARCELIN BERTHELOT;2270;43.88;Appartement;2;44
17025;13 CLOS DES SABLONS;2259;139.3;Maison;6;19
17026;15 SQ DES EUCALYPTUS;2277;75.09;Maison;4;640
17027;920 AV PIERRE MENDES FRANCE;2270;63.04;Appartement;3;7
17028;41 RUE ARISTIDE BRIAND;2289;44.26;Appartement;2;2
17029;55 RUE BEL OMBRE;2276;63.99;Appartement;3;3
17030;30 RUE DAJOT;2257;17.72;Appartement;1;34
17031;6 ALL ARTHUR RIMBAUD;2273;60.23;Appartement;3;20
17032;33 RUE JB DE MONNET LAMARCK;2282;84.66;Maison;4;24
17033;10 RUE DE JONVILLE;2265;43.24;Appartement;2;6
17034;29 RUE DE MONTARGIS;2310;65.8;Appartement;3;7
17035;11 AV BEAU;2261;41.99;Maison;3;4
17036;152 RUE GRANDE;2289;100.82;Appartement;3;15
17037;13 RUE ANATOLE FRANCE;2286;60.9;Appartement;3;9
17038;3 RUE DE MORMANT;2266;113.05;Maison;6;12
17039;9 AV DE FONTAINEBLEAU;2283;33.78;Appartement;2;13
17040;3 RUE DU MARCHE;2261;38.3;Appartement;2;4
17041;13 RUE JEAN RENOIR;2300;83.47;Maison;5;10
17042;3 ALL DU HARAS;2266;134.74;Maison;4;3
17043;13 RUE DES FOSSES;2257;33.85;Appartement;1;114
17044;7 RUE DU MAL BRUNE;2273;53.87;Appartement;2;26
17045;58 GR GRANDE RUE;2311;48.92;Appartement;2;27
17046;4 RUE DES COQUELICOTS;2282;78.94;Appartement;4;19
17047;9001  RES DES BELLINGANTS;2291;55.57;Appartement;2;33
17048;5 AV DE LA REPUBLIQUE;2273;63.03;Appartement;3;7
17049;32 RUE DE MORTRY;2274;77.3;Maison;3;10
17050;1 AV MAURICE DE VLAMINCK;2282;74.04;Maison;3;49
17051;79 RUE D ALSACE;2268;63.8;Appartement;3;29
17052;1 PL DE L EGLISE;2300;33.05;Appartement;2;13
17053;7 RUE DE L'EGALITE;2282;61.5;Appartement;3;88
17054;5 RUE DU BOIS DU BRAY;2264;39.04;Appartement;2;47
17055;8 RUE GILBERT REY;2273;17.53;Appartement;1;27
17056;5929 CITE DES GUETTES;2312;80.91;Appartement;4;205
17057;24 AV RENE CASSIN;2264;85.83;Appartement;4;29
17058;29 BD DES BIENFAITES;2261;23.13;Appartement;1;20
17059;7 RUE AMAN JEAN;2300;28.26;Appartement;1;10
17060;5 PL GALLIENI;2257;20.13;Appartement;1;27
17061;14 RUE SOMMEVILLE;2263;82.5;Appartement;4;209
17062;19 ALL DU MORVAN;2270;93.04;Appartement;4;436
17063;3 COUR DU SAUVAGE;2261;37.02;Appartement;2;3
17064;27 AV DE FONTAINEBLEAU;2283;58.5;Appartement;3;13
17065;5 RUE DES CLOCHES;2257;42.59;Appartement;2;7
17066;16 RUE GUILLAUME APOLLINAIRE;2270;81.8;Maison;4;4
17067;27 AV ISAAC PEREIRE;2268;30.55;Appartement;1;211
17068;35 VC RES DE MONTGERMONT;2313;318;Maison;6;35
17069;46 RUE DU CHEMIN VERT;2311;85;Maison;4;2
17070;1 RUE PAUL DELAIR;2286;62.25;Appartement;3;2
17071;18 RUE DES PETITS CHAUMES;2297;65.05;Maison;4;1
17072;32 RUE DE MORTRY;2274;47.62;Maison;1;20
17073;39 RUE DE PARIS;2268;71.63;Appartement;3;9
17074;86 RUE JEAN JAURES;2286;27.21;Appartement;1;7
17075;172 AV MAURICE DAUVERGNE;2260;63.58;Appartement;3;106
17076;9001  AVE DE GAULLE 27 FOUGERES;2291;65.45;Appartement;4;1022
17077;2 RUE DU TROU DE LA VENTE;2288;75.02;Appartement;2;4
17078;9001  AVE DE GAULLE 27 FOUGERES;2291;44.27;Appartement;2;1750
17079;1 RUE DU CHATEAU DE VAUX;2266;101.82;Maison;5;5
17080;21 RUE EUGENE DORLET;2296;27.9;Appartement;2;8
17081;1 CR DE LA PRAHOVA;2270;117.29;Maison;5;500
17082;27 BD OLYMPE DE GOUGES;2264;71.53;Appartement;4;161
17083;172 AV MAURICE DAUVERGNE;2260;80.98;Appartement;4;100
17084;120 ALL DE PLEIN CIEL;2260;81.1;Appartement;4;4248
17085;3 RUE DU LYS;2266;97.25;Maison;5;36
17086;23 AV DE FONTAINEBLEAU;2283;26.26;Appartement;2;23
17087;6 RUE DE LA NOUE;2314;92.43;Appartement;4;2
17088;15 AV CARNOT;2268;62.89;Appartement;3;20
17089;2 RUE JEAN NICOT;2261;27.73;Appartement;1;107
17090;593 RUE DU BAS MOULIN;2276;81.81;Appartement;4;320
17091;23 RUE SAINT LIESNE;2257;31.8;Appartement;1;42
17092;9001  AVE DE GAULLE 27 FOUGERES;2291;65.1;Appartement;4;831
17093;3 RUE DES GLAIEULS;2289;64.5;Appartement;3;13
17094;13 RUE DE LA GRANDE FERME;2264;35.94;Appartement;1;57
17095;27 RUE DU MIROIR;2257;35.05;Appartement;2;17
17096;120 ALL DE PLEIN CIEL;2260;78.02;Appartement;3;4081
17097;5 AV IQBAL MASIH;2264;64.28;Appartement;3;25
17098;58 RUE D'ANVERS;2285;88.11;Maison;4;11
17099;16 AV EMILE ZOLA;2276;23;Appartement;1;44
17100;19 RUE DE LA ROCHETTE;2257;57.16;Appartement;3;38
17101;28 RUE DE FRANCE;2315;52.95;Maison;2;1
17102;1 RUE ETIENNE;2273;129.49;Maison;7;518
17103;13 RUE DE LA VALLEE;2316;61.44;Appartement;3;2
17104;63 RUE DU CHATEAU;2289;26.91;Appartement;1;4
17105;28 BD GAMBETTA;2257;74.95;Appartement;3;32
17106;11 RUE DELAUNOY;2257;34.26;Appartement;1;178
17107;24 RUE GRANDE;2303;40.94;Appartement;2;63
17108;129 MAIL DE LA FONTAINE RONDE;2270;67;Appartement;3;27
17109;11 PARC DU PLESSIS PICARD;2269;49.36;Maison;3;11
17110;1 RUE PIERRE LEROUX;2270;48.69;Appartement;2;164
17111;37 QUAI FRANKLIN ROOSEVELT;2298;38.98;Appartement;2;230
17112;563 AV DU COLONEL FABIEN;2276;74.08;Appartement;5;207
17113;120 ALL DE PLEIN CIEL;2260;60.99;Appartement;3;4181
17114;593 RUE DU BAS MOULIN;2276;34.21;Appartement;1;276
17115;109 AV DE NEMOURS;2291;60.93;Appartement;3;50
17116;72 RUE GAMBETTA;2291;56.59;Appartement;2;13
17117;13 RUE BRASSERIE GRUBER;2257;45.06;Appartement;2;120
17118;1 ALL DU PARC MENCHY;2263;40.14;Appartement;2;104
17119;45 AV CHARLES MONIER;2277;18.58;Appartement;1;114
17120;3 ALL DES NARCISSES;2291;89.27;Maison;5;23
17121;13 ALL DES HETRES;2265;119.36;Maison;6;59
17122;11 RUE DES RECOLLETS;2257;90.44;Appartement;5;22
17123;5 RUE CONSTANTIN BRANCUSI;2270;111.09;Maison;5;305
17124;3 RUE MOZART;2261;79.94;Appartement;4;127
17125;37 RUE DES MOLINOTS;2317;66.85;Appartement;4;1
17126;2 SQ DU PETIT MARGAT;2318;60.25;Appartement;3;31
17127;7 RUE BERTRAND FLORNOY;2319;30.37;Appartement;2;2
17128;11 PL DU VINGT SEPT AOUT;2319;36.14;Appartement;2;18
17129;64 RUE CARNOT;2320;66.23;Appartement;3;2
17130;6 RUE SAINT PIERRE;2321;136.55;Appartement;3;1
17131;52 RUE DE REUIL;2322;10.07;Appartement;1;2
17132;8 RUE FELIX FAURE;2323;22.54;Appartement;1;13
17133;2 SQ DU PETIT MARGAT;2318;44.83;Appartement;2;35
17134;9001  LE CHATEAU DE CITRY;2324;118.46;Appartement;5;64
17135;15 PL DU MARCHE;2325;52.5;Appartement;2;11
17136;1 RUE DES GRIMOINS;2326;38.42;Appartement;1;5
17137;34 RUE DE ROME;2327;43.15;Appartement;4;1
17138;23 RUE NEUVE DES PRES;2319;40.19;Appartement;3;11
17139;41 RUE VICTOR HUGO;2323;68.1;Appartement;3;13
17140;35 AV DU GENERAL DE GAULLE;2318;34.31;Appartement;2;7
17141;9 GR GRANDE RUE;2328;61.17;Appartement;3;27
17142;27 AV CONSTANT COQUELIN;2329;22.08;Appartement;1;8
17143;33 PL DU MARCHE;2330;64.93;Appartement;2;2
17144;18 AV GASTELLIER;2319;66.67;Appartement;3;104
17145;75 RUE DES PEAULIERS;2331;108.04;Appartement;4;1
17146;26 RUE DE MAREUIL;2320;93.3;Maison;4;2
17147;1 BD ETIENNE HARDY;2318;68.28;Appartement;3;4
17148;16 AV GASTELLIER;2319;43.69;Appartement;2;136
17149;6 RUE DE LA GARE;2319;61.72;Appartement;3;30
17150;4 PL DE LA MAIRIE;2332;61.79;Appartement;3;2
17151;39 AV DES ETATS UNIS;2333;74.14;Appartement;3;23
17152;2 PL DE L EGLISE;2334;69.43;Appartement;3;13
17153;6 RUE DE VAUCOURTOIS;2335;69.17;Appartement;3;8
17154;39 AV DU GD MORIN;2336;65.71;Appartement;3;1
17155;20 RUE DAM GILLES;2330;92.25;Appartement;4;4
17156;9 RUE DU GENERAL LECLERC;2319;24.44;Appartement;2;7
17157;16 RUE DES PRES DU ROI;2319;86.04;Appartement;3;311
17158;22 RUE DE VERDUN;2337;48.21;Appartement;2;5
17159;1 SEN DU PRE AUBRY;2338;57.29;Appartement;2;2
17160;11 RUE DU MARCHE;2330;66.8;Appartement;4;3
17161;8 RUE GUY MOQUET;2319;75.01;Appartement;4;151
17162;8 AV FOCH;2323;28.1;Appartement;1;15
17163;5 RUE DE JUSSIEU;2339;66.22;Appartement;4;4
17164;9 RUE DUTARD;2328;42.04;Appartement;2;2
17165;32 RUE SAINT NICOLAS;2322;56.64;Appartement;3;6
17166;19 RUE YVETTE TROISPOUX;2319;56.69;Appartement;4;57
17167;88 RUE PIERRE MARX;2322;42.62;Appartement;2;4
17168;6 CHE DES AULNOYES;2323;33.83;Appartement;1;98
17169;5929 CITE DES GUETTES;2312;99.42;Appartement;4;13
17170;7 RUE DU GEN DE GAULLE;2297;91.01;Maison;5;12
17171;5 RUE DU ROCHER;2291;45.61;Appartement;2;25
17172;24 RUE GRANDE;2303;45.45;Appartement;2;48
17173;30 RUE DU VIEUX RU;2291;130.72;Maison;6;2
17174;17 RUE DE LA REPUBLIQUE;2291;46.54;Appartement;2;4
17175;2 SQ BRUSSEAU;2340;39.6;Appartement;2;17
17176;8 RUE ALFRED NODET;2286;59.9;Appartement;3;48
17177;29 RUE DU GENERAL DE GAULLE;2303;21.04;Appartement;2;6
17178;5 BD DE LA REPUBLIQUE;2286;50.2;Appartement;3;25
17179;5 RUE COUVERTE;2286;40.15;Appartement;2;2
17180;14 RUE DANIELLE CASANOVA;2286;24.63;Appartement;1;8
17181;17  RUE JEAN JAURES HLM;2289;41.61;Appartement;2;11
