id_bien;voie;fk_commune;surface_carrez;type_local;nombre_pieces;numero_lot
437;7245  LE CLOS DE L EDEN;92;36.24;Appartement;2;40
438;5028 CHE DE STE ANNETTE;92;25.35;Appartement;1;5
439;22 CHE DU GALOUBET;102;99.22;Appartement;4;7
440;7149 RUE DES EAUX CHAUDES;92;28;Appartement;1;11
441;7321  LE SEIGNUS BAS;84;27.45;Appartement;1;30
442;9005 AV DES SAVELS;98;245.13;Maison;8;2
443;5525 RUE GRANDE;88;56.04;Appartement;2;5
444;13 MTE SAINT CHARLES;82;50.05;Appartement;2;3
445;44  LE PONT;93;20.5;Maison;1;44
446;36 RUE DE L HUBAC;82;25.4;Maison;4;2
447;16 LOT LES LOUVES;104;130.2;Appartement;5;1
448;5041  LES PLAINES;92;17.14;Appartement;1;64
449; RES LE MONOIKOS;99;56.19;Appartement;3;319
450;4 LOT LES BALCONS DU SOLEIL;98;50.04;Maison;2;8
451; RES LE MONOIKOS;99;37.71;Appartement;1;190
452;5029 RUE DE LA GRANDE FONTAINE;103;119.4;Appartement;5;6
453;9018 AV JEAN JAURES;78;67.58;Appartement;4;11
454;6374  RAVEL;111;46.78;Appartement;2;525
455;5403  PEYRE CHOUSSOUS;112;19.15;Appartement;1;2
456;5141  BARBA;113;23.69;Appartement;1;18
457;5360 ESP DESPIERRE;114;17.34;Appartement;1;487
458;2 PROM DE L ARCHEVECHE;115;56.2;Appartement;4;1
459;5132  PIED DE CHANCHORE;116;59.6;Appartement;4;338
460;5258 ALL MARTIAL LUCIEN;114;44.71;Appartement;2;74
461;9218  SERRE PAIX;117;62.38;Appartement;3;16
462;5318  MERLETTE;118;49.61;Appartement;3;115
463;5246 ALL AICARDI HUBERT;114;55.76;Appartement;1;2
464;5498 IMP TETE D'AMONT;119;80.48;Maison;4;8
465;5721 AV CHARLES DE GAULLE;120;26.52;Appartement;1;15
466;6374  RAVEL;111;29.33;Appartement;1;520
467;38 RUE FRANCOIS CHABAS;117;45.08;Appartement;2;29
468;9 AV MAURICE PETSCHE;117;72.72;Appartement;6;2
469;25 RUE PASTEUR;117;35.18;Appartement;2;20
470;6 RUE DES REMPARTS;121;25.61;Appartement;2;33
471;5255  LA JOUE DU LOUP;122;32;Appartement;2;41
472;5001  LA CHAPELLE;123;69.45;Appartement;3;10
473;11 RUE PASTEUR;117;78.84;Appartement;4;24
474;5183  L ADROIT D'ABRIES;124;37.09;Appartement;2;72
475;36 AV CDT DUMONT;121;65.39;Appartement;3;8
476;5449 RES LES AGNEAUX;125;47.48;Appartement;2;138
477;6 AV DES MARTYRS;126;26.1;Appartement;1;12
478;21 GR GRANDE RUE;117;40.92;Appartement;1;7
479;9000 RUE COTE GELEE;127;26;Appartement;1;28
480;7 AV ADRIEN DAURELLE;117;67;Appartement;4;12
481;5359  MERLETTE;118;56.5;Appartement;3;1
482;5243  LE LACAS;128;38.5;Appartement;2;24
483;9 RUE VARANFRAIN;129;42.7;Appartement;2;7
484;5287  LES CHALPS;130;16.7;Appartement;1;29
485;8 AV GEN DE GAULLE;117;0.4;Appartement;1;458
486;6459  LES BERNARDS;131;59.66;Maison;3;1
487;5290  CLOT DES LEOTHAUDS;132;21.2;Appartement;1;17
488;4 CRS VICTOR HUGO;121;43.36;Appartement;2;25
489;17 RUE ST JULIEN;133;56.81;Appartement;3;4
490;16 PL BARTHELON;115;43.33;Appartement;3;10
491;2 RUE JEAN EYMAR;121;32.8;Appartement;2;8
492;5316  ENTRE LA VIA;134;15.42;Appartement;1;120
493;5732  LES ILES;125;24.64;Appartement;1;29
494;5162 RES LES ISSARTS;122;28.5;Appartement;2;203
495;2 RUE PASTEUR;117;66.45;Appartement;2;25
496;44 RTE DE GRAFFINEL;121;59.9;Appartement;3;13
497;5359  MERLETTE;118;54.99;Appartement;3;23
498;5381  MERLETTE;118;18.04;Appartement;1;187
499;5809  LE ROCHAS;135;28.56;Appartement;1;5
500;5141  LE BOIS D AUROUZE;122;23.66;Appartement;1;1117
501;44 RUE DE LA TOUR;136;121.56;Appartement;5;2
502;5398  SUPER DEVOLUY;122;30.72;Appartement;2;4
503;5316  MERLETTE;118;32.97;Appartement;2;77
504;30 RUE DE VALSERRES;121;28.61;Appartement;1;120
505;5095  LA GRANDE SAGNE;122;30.74;Appartement;2;43
506;33 RUE JEAN JAURES;126;30.59;Appartement;1;6
507;5216  FONTAINEBLEAU;129;33.5;Appartement;2;41
508;5398  SUPER DEVOLUY;122;30.52;Appartement;2;12
509;5041 PL GEN ALBERT;137;51.85;Appartement;2;21
510;5336  MERLETTE;118;63.2;Appartement;2;35
511;5293  LA TARTARASSE;132;23.08;Appartement;3;15
512;5830  BOIS DE LA BLACHE;131;86.49;Maison;3;2
513;5000  LA JOUE DU LOUP;122;36.44;Appartement;2;48
514;5277  PRE LALLEGRE;128;28.96;Appartement;2;122
515;5141  LE BOIS D AUROUZE;122;26.42;Appartement;1;1178
516;9001 RUE DES MARRONNIERS;121;49.06;Appartement;2;130
517;9007 RUE DES EYGUIERES;131;100.11;Maison;5;3
518;9006 IMP PRE LAGRANGE;133;89.03;Maison;4;6
519;5496  LES EYSSARDS DE PELVOUX;119;43.44;Appartement;2;17
520;5212  SAINT FERREOL;138;119.95;Appartement;4;3
521;5100  LE CHEF LIEU;139;25.1;Appartement;4;14
522;51 LOT LES JARDINS DU MORGON;138;49.55;Appartement;3;3
523;5141  LE BOIS D AUROUZE;122;26.62;Appartement;1;1213
524;5220  LA JOUE DU LOUP;122;28.79;Appartement;2;34
525;5324  LES ESCOUNDUS;114;18.63;Appartement;1;80
526;5139  CANARD;140;14;Appartement;4;5
527;5141  LE BOIS D AUROUZE;122;16.99;Appartement;1;2187
528;9190 ALL ALBERT BOURGES;117;68.23;Appartement;3;27
529;5076  LES UBACS;132;21.48;Appartement;2;160
530;5271  CLOT PEOUILLOUX;132;16.9;Appartement;1;55
531;5162  LE CHATEAU;141;101.99;Appartement;4;5
532;5979 RUE DE LA LIBERTE;115;54.25;Appartement;3;3
533;5170  PRE LONGIS;128;26.78;Appartement;1;194
534;5165  PRE DES LAGIERS;128;27.06;Appartement;1;6
535;25 RUE PASTEUR;117;34.97;Appartement;2;31
536;5240  LES CHALPS;130;18.45;Appartement;1;55
537;5644  PELINCHE;130;39.3;Appartement;3;209
538;6051  SERRE SERRET;122;35.51;Appartement;2;109
539;1 CRS EMILE ZOLA;121;52.24;Appartement;2;91
540;5338 COR DU CLOT CHENU;112;14.33;Appartement;1;13
541;5337  LES QUEYRETS ET PEYRON;142;49.21;Appartement;2;190
542;63 RUE DE LA GUISANE;125;39.2;Appartement;3;9
543;5244  PRE LONGIS;128;30.34;Appartement;1;10
544;5725  LES ILES;125;28.32;Appartement;1;5
545;8 RUE ROSSINI;143;99.04;Appartement;4;19
546;27 RUE LAMARTINE;143;30.2;Appartement;3;33
547;20 RUE MARCEAU;143;80.25;Appartement;3;99
548;98 BD PAPE JEAN 23;144;72.25;Appartement;4;12
549; RUE LAMARTINE;143;19.23;Appartement;1;36
550;31 RUE HEROLD;143;56.45;Appartement;2;21
551;34 RUE DE LA BUFFA;143;18.02;Appartement;1;20
552;17 RUE GOUNOD;143;32.83;Appartement;2;27
553;10 AV CYRILLE BESSET;145;48.23;Appartement;2;240
554;23 RUE ASSALIT;143;34.04;Appartement;1;15
555;43 BD STALINGRAD;144;36.26;Appartement;2;65
556;29 AV VILLERMONT;143;69;Appartement;3;4
557;140 QUAI DE LA BANQUIERE;146;45.5;Appartement;2;44
558;52 RUE MAL VAUBAN;144;13.69;Appartement;1;4
559;4 AV VALROSE;145;68.75;Appartement;3;24
560;54 AV DE LA REPUBLIQUE;144;34.31;Appartement;2;17
561;34 BD STALINGRAD;144;68.35;Appartement;3;24
562;18 RUE FONCET;143;114.78;Appartement;4;18
563;65 AV GEORGE  5;143;30.76;Appartement;1;12
564;2 RUE SPITALIERI;143;78.45;Appartement;4;122
565;9 RUE DU MARECHAL JOFFRE;143;64.25;Appartement;2;129
566;4 RUE MARALDI;144;118.14;Appartement;5;23
567;4 BD CIMIEZ;143;133.44;Appartement;4;177
568;9013  COL DE VILLEFRANCHE;144;96;Appartement;4;12
569;5 RUE CHANOINE ALBIN;144;28.32;Appartement;1;602
570;57 BD DU MONT BORON;144;93.6;Appartement;3;47
571;84 RUE DU MARECHAL JOFFRE;143;79.48;Appartement;2;12
572;40 BD STALINGRAD;144;19.88;Appartement;1;22
573;26 BD AUGUSTE RAYNAUD;145;43.48;Appartement;1;26
574;4 RUE BARLA;144;90.1;Appartement;3;44
575;3 MTE DESAMBROIS;143;19.11;Appartement;1;8
576;12 RUE CASSINI;144;24.92;Appartement;2;19
577;25 RUE BENOIT BUNICO;144;16.54;Appartement;1;13
578;3 RUE DE L OPERA;144;172.21;Appartement;5;25
579;6 RUE BENOIT BUNICO;144;36.11;Appartement;1;27
580;33 RUE ARSON;144;46.34;Appartement;3;16
581;9 RUE VERDI;143;17.05;Appartement;1;34
582;20 RUE CRONSTADT;143;131.09;Appartement;4;20
583;152 BD DE CESSOLE;145;53.84;Appartement;3;56
584;3 RUE MASCOINAT;144;31.2;Appartement;2;16
585;8 AV LEON DELOYE;147;106.78;Maison;3;421
586;21 RUE VERNIER;143;86.82;Appartement;3;17
587;1 RUE JOSEPH GAZAN;143;23.13;Appartement;1;4004
588;31 RUE GIOFFREDO;143;78.01;Appartement;3;18
589;46 RUE AUGUSTE GAL;144;38.29;Appartement;2;39
590;29 AV PAULIANI;143;45.51;Appartement;4;19
591;5 BD GENERAL LOUIS DELFINO;144;33.27;Appartement;2;19
592;12 MTE CLAIRE VIRENQUE;145;81.04;Appartement;4;117
593;14 RUE MASSINGY;143;26.51;Appartement;1;39
594;12 RUE EMMANUEL PHILIBERT;144;73.71;Appartement;5;22
595;10 RUE VERDI;143;22.24;Appartement;1;33
596;9 RUE GUBERNATIS;143;44.01;Appartement;2;57
597;10 CHE DE L ARBRE;147;25.75;Appartement;2;3
598;48 COR FRERE MARC;143;66.41;Appartement;4;82
599;35 BD JOSEPH GARNIER;143;68.39;Appartement;3;5
600;40 BD VICTOR HUGO;143;154;Appartement;5;26
601;31 RUE DE LEPANTE;143;81.26;Appartement;3;98
602;21 RUE DABRAY;143;54.03;Appartement;2;236
603;16 AV DU CHATEAU;147;34.81;Appartement;2;2
604;7 RUE ANTOINE SCOFFIER;147;48.02;Appartement;2;102
605;99 AV HESPERIDES;144;27.57;Appartement;2;22
606;1 RLE DES MOULINS;144;44.15;Appartement;3;8
607;3 RUE BARBERIS;144;82.1;Appartement;3;13
608;20 RUE ALBERT VOISIN;144;34.65;Appartement;2;58
609;14 RUE TRACHEL;143;37.1;Appartement;2;228
610;39 RUE GIOFFREDO;143;53.08;Appartement;2;2026
611;12 RUE MIRON;143;13.55;Appartement;1;41
612;12 RUE ABBAYE;144;60.77;Appartement;4;12
613;39 BD JOSEPH GARNIER;143;22.2;Appartement;1;50
614;6 RUE SAINTE REPARATE;144;95.59;Appartement;3;17
615;45 RUE SMOLETT;144;26.41;Appartement;2;26
616;1 BD DE RIQUIER;144;60.32;Appartement;2;110
617;98 AV VALROSE;145;42.14;Appartement;2;336
618;20 AV VILLEBOIS MAREUIL;143;88.1;Appartement;3;28
619;45 RUE ROSSINI;143;69.7;Appartement;3;16
620;19 BD FRANCK PILATTE;144;104.48;Appartement;4;182
621;116 BD DE CESSOLE;145;44.49;Appartement;1;5
622;14 RUE CASSINI;144;26.55;Appartement;1;40
623;23 CHE FUON DAOU MAGISTRE;147;76.2;Appartement;4;67
624;16 AV RAYMOND COMBOUL;143;26.67;Appartement;1;41
625;7 RUE SAINT VINCENT;144;38.1;Appartement;2;39
626;24 AV AUGUSTE BERCY;145;265.26;Appartement;5;1
627;14 AV BORRIGLIONE;145;80.6;Appartement;3;18
628;5 RUE GUSTAVE DELOYE;143;22.08;Appartement;1;108
629;11 BD FRANCK PILATTE;144;44.36;Appartement;2;329
630;39 RUE BONAPARTE;144;56.1;Appartement;4;7
631;53 BD DU 8 MAI 1945;146;55.11;Appartement;3;98
632;24 RUE DELILLE;143;49.73;Appartement;2;15
633;27 RUE LAMARTINE;143;20.77;Appartement;5;49
634;7 BD DU ROSTIT;147;64.63;Maison;3;4
635;29 BD FRANCOIS SUAREZ;147;72.8;Appartement;3;23
636;18 BD DE RIQUIER;144;42.24;Appartement;2;68
637;43 AV JEAN MEDECIN;143;44.77;Appartement;2;165
638;44 BD GAMBETTA;143;91;Appartement;3;211
639;32 RUE VERDI;143;42.9;Appartement;1;46
640;7 RUE DU SOLEIL;145;51.15;Appartement;2;155
641;19 AV D ANVERS;143;78.87;Appartement;3;22
642;33 AV STEPHEN LIEGEARD;145;15.24;Appartement;1;25
643;25 AV DESAMBROIS;143;220.02;Appartement;7;4
644;8 CHE DES CRETES;144;271.58;Appartement;1;2
645;10 BD DUBOUCHAGE;143;22.75;Appartement;1;28
646;17 RUE PENCHIENATTI;143;35.87;Appartement;2;9
647;5 RUE DES BOERS;145;131.19;Appartement;4;6
648;132 AV DE BRANCOLAR;145;110.6;Appartement;4;124
649;37 AV G CLEMENCEAU;143;50.32;Appartement;2;56
650;190 RTE DE TURIN;144;33.33;Appartement;2;410
651;14 RUE DES PONCHETTES;144;63.6;Maison;4;1
652;23 AV GIACOBI;144;19.39;Appartement;1;79
653;2 RUE PARMENTIER;145;9.82;Appartement;1;8
654;63 RUE ROSSINI;143;51.5;Appartement;2;29
655;16 PL GARIBALDI;144;185.05;Appartement;3;18
656;8 AV SAINT JEAN BAPTISTE;143;60.13;Appartement;2;10
657;10 RUE LAURENT GIAUME;144;45;Appartement;2;60
658;32 RUE L HOTEL POSTES;143;55.86;Appartement;2;301
659;39 RUE DU MARECHAL JOFFRE;143;90.53;Appartement;4;13
660;15 RUE ASSALIT;143;80.27;Appartement;4;21
661;8 RUE SORGENTINO;144;34.93;Appartement;2;8
662;11 PL PASTEUR;147;44.12;Appartement;2;197
663;15 RUE DE LA PREFECTURE;144;6.67;Appartement;1;95
664;15 RUE DE LA PREFECTURE;144;15.9;Appartement;1;94
665;3 RUE DU CONGRES;143;26.2;Appartement;1;802
666;41 RUE CLEMENT ROASSAL;143;34.39;Appartement;1;36
667;2 RUE DE LA POISSONNERIE;144;115.22;Appartement;4;9
668;5 AV MIRABEAU;143;37.98;Appartement;1;17
669;22 BD DUBOUCHAGE;143;80.71;Appartement;4;46
670;2 RUE EMMA ET PHILIPPE TIRANTY;143;109.5;Appartement;5;10
671;50 RUE ARSON;144;77.62;Appartement;2;17
672;13 RUE MARALDI;144;41.24;Appartement;2;6
673;240 CHE DU FALICONET;148;62.5;Appartement;4;2
674;15 RUE RIBOTTI;144;50.04;Appartement;3;4
675;17 RUE DE RUSSIE;143;89.66;Appartement;4;8
676;20 RUE ALBERT VOISIN;144;32.6;Appartement;2;30
677;20 BD ARMEE DES ALPES;144;66.35;Appartement;3;375
678;45 BD STALINGRAD;144;91.17;Appartement;5;18
679;25 RUE DE ROQUEBILLIERE;144;56.89;Appartement;3;547
680;38 RUE VERDI;143;89.5;Appartement;3;46
681;6 AV RENE BOYLESVE;145;44.11;Appartement;3;12
682;9 RUE EMMANUEL PHILIBERT;144;33.04;Appartement;3;28
683;42 RUE BONAPARTE;144;26.05;Appartement;1;26
684;9 AV MARECHAL LYAUTEY;143;18.69;Appartement;1;22
685;25 RUE TRACHEL;143;34.33;Appartement;1;253
686;3 AV URBAIN BOSIO;144;36.55;Appartement;2;32
687;1 RUE DE ORESTIS;144;38.58;Appartement;2;66
688;54 RUE AUGUSTE GAL PROLONGEE;144;40.75;Appartement;2;21
689;30 BD GORBELLA;145;53.19;Appartement;3;6
690;1 RUE MACCARANI;143;61.35;Appartement;3;17
691;19 BD FRANCOIS SUAREZ;147;74.62;Appartement;3;100
692;49 BD GENERAL LOUIS DELFINO;144;56.19;Appartement;2;9
693;8 RUE GUIGLIA;143;98.18;Appartement;3;4
694;2 RUE FONTAINE DE LA VILLE;144;38.82;Appartement;3;7
695;15 RUE DE BELGIQUE;143;14.35;Appartement;1;51
696;30 BD GENERAL LOUIS DELFINO;144;41.36;Appartement;2;169
697;18 RUE BERLIOZ;143;150.36;Appartement;5;19
698;28 RUE GEORGES VILLE;144;18.18;Appartement;1;82
699;22 BD DUBOUCHAGE;143;18.81;Appartement;1;11
700;167 AV MARECHAL LYAUTEY;143;32.24;Appartement;1;181
701;1 RUE VICTOR JUGE;143;164.4;Appartement;1;1
702;10 RUE BERLIOZ;143;89.27;Appartement;4;70
703;109 QUAI DE LA BANQUIERE;146;86.05;Appartement;4;318
704;36 RTE DE TURIN;144;64.2;Appartement;3;18022
705;29 BD FRANCOIS SUAREZ;147;69.59;Appartement;3;20
706;18 AV GRAVIER;145;52.32;Appartement;4;487
707;30 RUE GUIGLIA;143;75.25;Appartement;2;10
708;12 PL GUYNEMER;144;57.1;Appartement;3;3
709;6 RUE LAMARTINE;143;35.02;Appartement;2;16
710;13 AV CARAVADOSSI;143;114.02;Appartement;5;35
711;4 RUE RUSCA;144;58.27;Appartement;3;5
712;1 PARC LISERB;143;142.86;Appartement;3;2
713;8 BD DE RIQUIER;144;34.02;Appartement;2;10
714;14 RUE MARCEAU;143;59.25;Appartement;2;44
715;3 RUE FODERE;144;26.75;Appartement;2;21
716;9002 ILOT GUIGONIS ST FRANCOIS;144;56.05;Appartement;2;24
717;11 RUE TRACHEL;143;51.15;Appartement;2;62
718;9 RUE DIDEROT;143;27.03;Appartement;1;12
719;3 RUE FODERE;144;22.24;Appartement;2;19
720;71 BD CIMIEZ;143;140.7;Appartement;4;329
721;7 CHE DES CRETES;144;35.5;Appartement;1;78
722;21 BD FRANCK PILATTE;144;68.6;Appartement;3;63
723;19 BD RAIMBALDI;143;73.07;Appartement;3;4
724;54 BD GENERAL LOUIS DELFINO;144;53.37;Appartement;2;100
725;3 RUE JULES GILLY;144;83.52;Appartement;4;11
726;5221  IBAC SUPERIEUR;148;109;Maison;4;4
727;22 RUE L HOTEL POSTES;143;125.28;Appartement;5;18
728;7 RUE VILLENEUVE;143;53.72;Appartement;2;33
729;2 RUE BARRALIS;143;41.51;Appartement;2;18
730;11 HLM RUE CH BAUDELAIRE;145;60.34;Appartement;3;1133
731;10 AV MARECHAL FOCH;143;25.49;Appartement;1;58
732;1 RUE GASTON ARNULF;147;74.41;Appartement;3;10
733;21 RUE EMMANUEL PHILIBERT;144;17.55;Appartement;1;125
734;21 AV DE LA REPUBLIQUE;144;36.22;Appartement;3;5
735;6 RUE FRANCOIS CARLO;143;28.89;Appartement;1;35
736;54 RUE DE FRANCE;143;56.32;Appartement;3;39
737;78 BD GENERAL LOUIS DELFINO;144;33.53;Appartement;2;2
738;10 AV DURANTE;143;27;Appartement;7;395
739;1 AV CHATEAUBRIAND;145;73.43;Appartement;3;55
740;6 RUE ABBE SALVETTI;144;16.8;Appartement;1;129
741;39 RUE GIOFFREDO;143;39.79;Appartement;1;2046
742;15 BD STALINGRAD;147;69;Appartement;3;1
743;3 RUE COLONNA D ISTRIA;144;41.01;Appartement;3;28
744;136 BD GAMBETTA;143;54.49;Appartement;3;1068
745;7 RUE BERLIOZ;143;41.27;Appartement;2;29
746;7 AV ANTONIA AUGUSTA;143;23.04;Appartement;1;40
747;3 RUE MARTIN SEYTOUR;144;27.08;Appartement;1;53
748;99 AV HESPERIDES;144;43.08;Appartement;2;93
749;16 AV NOTRE DAME;143;55.32;Appartement;3;28
750;4 QUAI PAPACINO;144;38.78;Appartement;2;49
751;37 RUE PASTORELLI;143;47.35;Appartement;2;23
752;99 AV HESPERIDES;144;26.08;Appartement;2;21
753;32 BD DUBOUCHAGE;143;65.28;Appartement;2;13
754;93 AV DE RIMIEZ;145;288.59;Maison;6;1
755;9 VOIE ROMAINE;143;21.83;Appartement;1;145
756;22 BD DUBOUCHAGE;143;50.01;Appartement;2;57
757;10 AV CAGNOLI;145;35.53;Appartement;1;33
758;4 AV MARECHAL FOCH;143;117.5;Appartement;4;10
759;10 RUE DU CONGRES;143;36.4;Appartement;5;39
760;24 IMP LAURENTI;145;26;Appartement;1;1
761;21 AV RENE BOYLESVE;145;42.26;Appartement;2;12
762;1 AV SAINTE CLAIRE;145;85.71;Appartement;2;123
763;74 AV DE BRANCOLAR;145;38.03;Appartement;1;121
764;5 CHE DE L ARBRE;147;91.41;Appartement;5;48
765;39 PROM DES ANGLAIS;143;84.01;Appartement;3;282
766;55 RUE DE LA BUFFA;143;23.74;Appartement;1;25
767;46 RUE GIOFFREDO;143;18.74;Appartement;1;34
768;19 RUE CHABRIER;144;32.47;Appartement;1;3
769;2 RUE DES BARBETS;144;67.18;Appartement;3;4034
770;6 IMP FERNAND LEGER;147;99.84;Maison;5;519
771;3 AV GALLIN;145;16.13;Appartement;1;6
772;65 BD DE LA MADELEINE;143;31.43;Appartement;2;4
773;127 PROM DES ANGLAIS;149;52.8;Appartement;1;31
774;4 AV CYRNOS;145;47.5;Appartement;3;14
775;179 AV CORNICHE FLEURIE;149;96.39;Maison;5;19
776;27 RUE CROS DE CAPEU;145;107.24;Appartement;4;9
777;8 AV GLORIA;149;55.44;Appartement;2;36
778;116 AV CYRILLE BESSET;145;91.23;Appartement;4;64
779;266 AV SAINTE MARGUERITE;149;41.01;Appartement;2;87
780;29 AV DES BAUMETTES;143;99.18;Appartement;4;4
781;12 RUE LOUIS BLERIOT;149;67.08;Appartement;3;299
782;30 RUE CHATEAUNEUF;143;46.81;Appartement;2;35
783;5 RUE CAFFARELLI;143;29.41;Appartement;1;15
784;77 AV SAINT AUGUSTIN;149;20.6;Appartement;1;32
785;137 AV DE LA LANTERNE;149;72.3;Appartement;4;189
786;65 BD GAMBETTA;143;29.02;Appartement;1;178
787;222 AV DE PESSICART;145;64.61;Appartement;3;135
788;175 BD DE LA MADELEINE;143;61.8;Appartement;3;122
789;39 AV DE LA CALIFORNIE;149;136.68;Appartement;6;7
790;60 VALL BARLA;149;75.47;Appartement;3;30
791;3 BD DE LA MADELEINE;143;36.54;Appartement;1;96
792;211 PROM DES ANGLAIS;149;29.72;Appartement;2;6
793;109 BD DE CESSOLE;145;44.39;Appartement;2;17
794;20 AV MONT RABEAU;149;27;Appartement;1;1031
795;352 AV DE FABRON;149;100.56;Maison;5;9
796;31 RUE BOTTERO;143;30.05;Appartement;2;26
797;35 BD CARLONE;149;17.04;Appartement;1;28
798;25 AV FREMONT;149;20.85;Appartement;1;58
799;28 RUE BOTTERO;143;34.51;Appartement;2;85
800;22 BD MANTEGA RIGHI;145;68.36;Appartement;3;254
801;67 AV SIMONE VEIL;149;68.43;Appartement;3;8045
802;17 AV FLEURS;143;31.61;Appartement;1;10
803;40 CHE DES SABLIERES;145;20;Appartement;1;43
804;85 BD DE LA MADELEINE;143;28.71;Appartement;1;261
805;23 RUE CAFFARELLI;143;48.52;Appartement;2;13
806;13 AV CORNICHE FLEURIE;149;21.55;Appartement;1;11
807;4 RUE JOSEPH FRICERO;143;17.25;Appartement;1;10
808;149 BD GAMBETTA;143;44.36;Appartement;2;6
809;104 BD EDOUARD HERRIOT;149;98.81;Appartement;4;58
810;70 AV DE LA BORNALA;149;15.85;Appartement;1;143
811;230 AV DE FABRON;149;24.3;Appartement;1;80
812;341 CHE DE LA GINESTIERE;149;46.69;Appartement;2;100
813;3 RUE LOUIS BLERIOT;149;66.48;Appartement;3;454
814;81 BD GAMBETTA;143;15.85;Appartement;1;19
815;18 AV GAY;143;71.85;Appartement;3;111
816;15 RUE CHATEAUNEUF;143;137.53;Appartement;5;6
817;24 RUE DES POTIERS;143;55.77;Appartement;2;7
818;79 BD MANTEGA RIGHI;145;67.6;Appartement;3;1
819;5 RUE CROS DE CAPEU;145;42.7;Appartement;2;58
820;54 AV DE LA BORNALA;149;20.18;Appartement;1;33
821;96 AV CORNICHE FLEURIE;149;66.3;Appartement;3;5166
822;59 RTE DE BELLET;149;21.01;Appartement;1;6
823;164 BD DE LA MADELEINE;143;42.01;Appartement;2;131
824;107 BD FRANCOIS GROSSO;143;88.56;Appartement;4;15
825;384 AV DE FABRON;149;24.7;Appartement;1;278
826;22 BD DU TZAREWITCH;143;36.43;Appartement;1;688
827;4 RUE SAINT PHILIPPE;143;112.42;Appartement;5;75B
828;128 BD DE LA MADELEINE;143;31.18;Appartement;1;343
829;93 PROM DES ANGLAIS;143;104.93;Appartement;3;44
830;128 AV DE LA LANTERNE;149;46.03;Appartement;2;38
831;48 RTE DE GRENOBLE;149;76.15;Appartement;4;166
832;12 AV GAY;143;89.07;Appartement;4;55
833;96 AV CORNICHE FLEURIE;149;77.11;Appartement;4;2103
834;21 RUE MARIE BASHKIRTSEFF;149;28.34;Appartement;1;120
835;245 RTE DE BELLET;149;82.41;Maison;4;22
836;21 AV DE FABRON;149;59.27;Appartement;2;205
837;61 AV SAINTE MARGUERITE;149;61.06;Appartement;3;78
838;20 AV CHATEAU DE LA TOUR;143;157.49;Appartement;5;3
839;73 CHE DE TERRON;149;70.42;Appartement;4;290
840;259 AV DE PESSICART;145;54.75;Maison;2;1
841;121 BD NAPOLEON III;149;69.16;Appartement;3;1612
842;13 RUE DU ROCHER;143;17.08;Appartement;1;29
843;22 RUE BOTTERO;143;50.17;Appartement;2;255
844;280 AV DE LA CALIFORNIE;149;59.55;Appartement;2;1
845;61 AV CORNICHE FLEURIE;149;80.69;Appartement;4;105
846;146 BD NAPOLEON III;149;66.62;Appartement;3;249
847;79 AV SAINT AUGUSTIN;149;57.81;Appartement;3;132
848;210 AV DE FABRON;149;45.01;Appartement;2;87
849;52 AV DE LA CALIFORNIE;149;23.4;Appartement;1;130
850;75 AV RAOUL DUFY;149;40.74;Appartement;2;28
851;12 AV LOUIS COCHOIS;143;73.6;Appartement;4;1
852;380 AV DE FABRON;149;77.09;Appartement;4;47
853;4 RUE SAINT PHILIPPE;143;43.68;Appartement;1;26B
854;21 RUE GEORGES DOUBLET;145;13.71;Appartement;1;46
855;13 AV DU PETIT FABRON;149;41.39;Appartement;2;100
856;396 AV DE PESSICART;145;43.5;Maison;2;31
857;51 AV CORNICHE FLEURIE;149;73.09;Appartement;4;103
858;156 COR DES OLIVIERS;143;73.67;Maison;3;337
859;186 AV DE FABRON;149;26.5;Appartement;1;443
860;32 CHE JEAN BAGNIS;149;102.4;Maison;4;10
861;25 AV JOSEPH GIORDAN;149;20.41;Appartement;1;1540
862;7 RUE HENRY DE CESSOLE;145;35.16;Appartement;1;54
863;136 AV CYRILLE BESSET;145;55.39;Appartement;3;60
864;230 AV DE LA CALIFORNIE;149;76.55;Appartement;3;27
865;67 AV ESTIENNE D ORVES;143;34.49;Appartement;2;77
866;27 AV SAINTE MARGUERITE;149;42.12;Appartement;2;115
867;173 RTE ST PIERRE FERIC;143;29.31;Appartement;2;152
868;209 RTE DE BELLET;149;104.68;Maison;4;68
869;66 BD DE LA MADELEINE;143;23.61;Appartement;1;317
870;156 COR DES OLIVIERS;143;99.54;Maison;4;204
871;300 CHE DE LA GINESTIERE;149;84.63;Maison;4;52
872;25 AV ANTOINE MARTIN;149;86;Appartement;4;90
873;81 AV CORNICHE FLEURIE;149;80.62;Appartement;3;112
874;54 BD HENRI SAPPIA;145;78.41;Appartement;4;369
875;59 RTE DE BELLET;149;27.01;Appartement;1;4
876;19 RUE CHATEAUNEUF;143;42.23;Appartement;1;19
877;30 AV DE FABRON;149;23.13;Appartement;1;701
878;55 AV HENRI MATISSE;149;39.45;Appartement;3;4
879;21 RUE GEORGES DOUBLET;145;16.41;Appartement;1;50
880;54 AV DU RAY;145;64.04;Appartement;4;651
881;104 ACH ANC CHE DE LA LANTERNE;149;73.61;Appartement;3;5
882;35 AV RAYMOND FERAUD;149;95.07;Appartement;4;64
883;83 BD DE LA MADELEINE;143;19.51;Appartement;1;315
